MAP_PAR_ID,Full Address,total_value,est_annual_tax,rev_per_acre,acres,Landuse Description,unit_count,tax_exempt,is_water
174.0-0010-0003.0,11 ABERDEEN RD,821600.0,8848.632,97694.08266940183,0.09057490237094397,101  - One Family,1,False,False
174.0-0010-0004.0,15 ABERDEEN RD,712300.0,7671.4710000000005,88830.00287443538,0.08636126029224517,101  - One Family,1,False,False
174.0-0010-0005.0,17 ABERDEEN RD,736000.0,7926.72,97807.97019050126,0.08104370210894954,101  - One Family,1,False,False
174.0-0010-0006.0,29 KILSYTHE RD,1003300.0,10805.541,111898.60479599221,0.0965654667428616,101  - One Family,1,False,False
174.0-0010-0007.0,35 KILSYTHE RD,762700.0,8214.279,88858.36562014735,0.09244238224135794,101  - One Family,1,False,False
174.0-0010-0008.0,39 KILSYTHE RD,754300.0,8123.811,84741.10663177137,0.09586623685834895,101  - One Family,1,False,False
174.0-0010-0009.0,41 KILSYTHE RD,818200.0,8812.014,93178.65939744277,0.0945711610038665,101  - One Family,1,False,False
174.0-0010-0010.0,47 KILSYTHE RD,803400.0,8652.618,96742.36463976631,0.08943980263682029,101  - One Family,1,False,False
174.0-0010-0011.0,53 KILSYTHE RD,710400.0,7651.008,82086.31395345097,0.09320686520701477,101  - One Family,1,False,False
174.0-0011-0001.0,21 KILSYTHE RD,768200.0,8273.514,74408.2944477675,0.1111907491147747,101  - One Family,1,False,False
174.0-0011-0002.0,25 KILSYTHE RD,935600.0,10076.412,102742.22185576236,0.09807469429798844,101  - One Family,1,False,False
174.0-0011-0003.0,25 ABERDEEN RD,777900.0,8377.983,97752.04885379512,0.0857064695649572,101  - One Family,1,False,False
174.0-0011-0004.0,29 ABERDEEN RD,644000.0,6935.88,70301.42703402867,0.09865916372711409,101  - One Family,1,False,False
175.0-0001-0001.0,16 AVOLA ST,1365200.0,14703.204,97273.82729290312,0.1511527243163456,101  - One Family,1,False,False
175.0-0001-0003.0,12 AVOLA ST,932400.0,10041.948,70759.08943886917,0.1419174282715372,101  - One Family,1,False,False
175.0-0001-0004.0,377 APPLETON ST,848000.0,9132.960000000001,70066.25900532128,0.13034747579867773,101  - One Family,1,False,False
175.0-0001-0005.0,2 ORTONA ST,1311600.0,14125.932,98980.24101794937,0.14271466562137752,101  - One Family,1,False,False
175.0-0001-0006.0,381 APPLETON ST,752700.0,8106.579,56542.32735333873,0.14337186634255725,101  - One Family,1,False,False
175.0-0001-0007.0,383 APPLETON ST,932600.0,10044.102,98065.5250323666,0.10242235481515995,101  - One Family,1,False,False
175.0-0001-0008.0,387 APPLETON ST,1044900.0,11253.573,96212.75859929514,0.11696549567681189,101  - One Family,1,False,False
175.0-0002-0001.0,44 PIEDMONT ST,738600.0,7954.722,66730.27779269217,0.11920708654491988,101  - One Family,1,False,False
175.0-0002-0002.0,34 PIEDMONT ST,887800.0,9561.606,81152.01693514382,0.11782339319602586,101  - One Family,1,False,False
175.0-0002-0003.0,30 PIEDMONT ST,963300.0,10374.741,74442.92652195062,0.13936503419086904,101  - One Family,1,False,False
175.0-0002-0004.0,6 ORTONA ST,1022800.0,11015.556,83590.88375213728,0.1317793939428036,101  - One Family,1,False,False
175.0-0002-0005.0,3 AVOLA ST,906500.0,9763.005,99158.97126234243,0.09845811100813319,101  - One Family,1,False,False
175.0-0002-0006.0,7 AVOLA ST,893100.0,9618.687,85988.06842863292,0.1118607171410435,101  - One Family,1,False,False
175.0-0002-0007.A,11 AVOLA ST,2208900.0,23789.853,137366.71150053528,0.173184993220918,101  - One Family,1,False,False
175.0-0003-0001.0,24 PIEDMONT ST,990600.0,10668.762,85854.61019540721,0.12426545267304383,104  - Two Family,1,False,False
175.0-0003-0002.0,20 PIEDMONT ST,952100.0,10254.117,78175.1726418399,0.13116845992754386,101  - One Family,1,False,False
175.0-0003-0003.0,16 PIEDMONT ST,1170500.0,12606.285,90731.76575212275,0.13894014841990512,101  - One Family,1,False,False
175.0-0003-0004.0,12 PIEDMONT ST,835900.0,9002.643,62767.39611523937,0.14342865177123762,101  - One Family,1,False,False
175.0-0003-0005.A,0LOT PIEDMONT ST,30600.0,329.562,5254.473352640422,0.062720272400733,132  - Undev. Land,1,False,False
175.0-0003-0005.B,0LOT WOLLASTON AVE,30600.0,329.562,4810.299685855735,0.06851173970907638,132  - Undev. Land,1,False,False
175.0-0003-0006.0,175 WOLLASTON AVE,961600.0,10356.432,70344.40099734234,0.14722468104307654,101  - One Family,1,False,False
175.0-0003-0007.0,179 WOLLASTON AVE,1109700.0,11951.469000000001,86334.87456652502,0.13843153256440816,101  - One Family,1,False,False
175.0-0003-0008.0,181 WOLLASTON AVE,1176100.0,12666.597,90985.02952863129,0.1392162761898545,101  - One Family,1,False,False
175.0-0003-0009.0,351 APPLETON ST,882300.0,9502.371,62669.65922387841,0.15162633908785328,101  - One Family,1,False,False
175.0-0003-0010.0,355 APPLETON ST,818300.0,8813.091,61693.87813866004,0.14285195332010323,101  - One Family,1,False,False
175.0-0003-0011.0,359 APPLETON ST,869200.0,9361.284,61227.037832536764,0.15289460884265257,101  - One Family,1,False,False
175.0-0003-0012.0,363 APPLETON ST,1046300.0,11268.651,78357.48310880068,0.14381078300273237,101  - One Family,1,False,False
175.0-0003-0013.A,367 APPLETON ST,707700.0,7621.929,78071.26698817726,0.09762783792344792,101  - One Family,1,False,False
175.0-0003-0013.B,3 ORTONA ST,713500.0,7684.395,78541.18269794395,0.09783905380636905,101  - One Family,1,False,False
175.0-0004-0001.A,171 WOLLASTON AVE,698600.0,7523.9220000000005,48413.072887624556,0.15541095723182818,101  - One Family,1,False,False
175.0-0004-0002.A,7 PIEDMONT ST,718300.0,7736.091,96330.59042071555,0.0803077295199094,101  - One Family,1,False,False
175.0-0004-0003.0,9 PIEDMONT ST,1073500.0,11561.595,122191.66122345999,0.09461852702744211,101  - One Family,1,False,False
175.0-0004-0004.0,17 PIEDMONT ST,893900.0,9627.303,66361.76900917428,0.14507303141164093,101  - One Family,1,False,False
175.0-0004-0006.0,21 PIEDMONT ST,1085400.0,11689.758,72085.06633244257,0.1621661544443764,101  - One Family,1,False,False
175.0-0004-0007.0,25 PIEDMONT ST,895400.0,9643.458,96429.88353140299,0.10000487034560764,101  - One Family,1,False,False
175.0-0004-0008.0,27 PIEDMONT ST,1126500.0,12132.405,119291.15771558463,0.10170414331065696,101  - One Family,1,False,False
175.0-0004-0009.0,31 PIEDMONT ST,755000.0,8131.35,84025.84234535128,0.09677201409751611,101  - One Family,1,False,False
175.0-0004-0010.0,33 PIEDMONT ST,1026400.0,11054.328,111482.18772058465,0.09915779575214481,101  - One Family,1,False,False
175.0-0004-0011.0,110 WILLIAMS ST,826800.0,8904.636,37020.29329724282,0.24053391280568803,101  - One Family,1,False,False
175.0-0004-0013.0,56 RUBLEE ST,702200.0,7562.694,78399.22603026633,0.09646388597102212,101  - One Family,1,False,False
175.0-0004-0014.0,48 RUBLEE ST,1554800.0,16745.196,84387.87369311287,0.1984313061482745,101  - One Family,1,False,False
175.0-0004-0016.0,44 RUBLEE ST,706900.0,7613.313,77332.1182182247,0.09844955983897757,101  - One Family,1,False,False
175.0-0004-0017.0,40 RUBLEE ST,690100.0,7432.377,71917.38217677402,0.1033460447952778,101  - One Family,1,False,False
175.0-0004-0018.0,36 RUBLEE ST,759600.0,8180.892,76786.09462049624,0.10654132158215407,101  - One Family,1,False,False
175.0-0004-0019.0,32 RUBLEE ST,742900.0,8001.033,78865.1691271594,0.10145204896599434,101  - One Family,1,False,False
175.0-0004-0020.0,28 RUBLEE ST,911800.0,9820.086,90737.05126020046,0.10822575633232347,101  - One Family,1,False,False
175.0-0004-0021.0,167 WOLLASTON AVE,910600.0,9807.162,64017.49970588187,0.1531950176913724,101  - One Family,1,False,False
175.0-0005-0001.0,59 RUBLEE ST,1426600.0,15364.482,60188.85134495922,0.25527122808743824,101  - One Family,1,False,False
175.0-0005-0003.0,63 RUBLEE ST,792600.0,8536.302,83024.29973458701,0.10281691055858277,101  - One Family,1,False,False
175.0-0005-0004.0,84 WILLIAMS ST,726400.0,7823.328,74597.50860422694,0.10487385096875346,101  - One Family,1,False,False
175.0-0005-0005.0,80 WILLIAMS ST,761000.0,8195.97,86529.50775165237,0.09471878683885716,101  - One Family,1,False,False
175.0-0005-0006.0,76 WILLIAMS ST,844100.0,9090.957,104319.16707816721,0.08714560568901084,101  - One Family,1,False,False
175.0-0005-0007.0,7 NICOD ST,786900.0,8474.913,80488.50317431692,0.10529346013113908,101  - One Family,1,False,False
175.0-0005-0008.0,11 NICOD ST,970400.0,10451.208,77723.83935416305,0.13446592560073028,101  - One Family,1,False,False
175.0-0005-0009.0,15 NICOD ST,989700.0,10659.069,80867.6604957149,0.13180879642938123,101  - One Family,1,False,False
175.0-0005-0010.0,19 NICOD ST,952700.0,10260.579,74053.34731734678,0.1385565861868406,101  - One Family,1,False,False
175.0-0005-0011.0,23 NICOD ST,754600.0,8127.042,70388.93682687769,0.115459081588184,101  - One Family,1,False,False
175.0-0005-0011.B,155 WOLLASTON AVE,1081800.0,11650.986,67257.01447723494,0.17323079370321454,101  - One Family,1,False,False
175.0-0005-0011.C,161 WOLLASTON AVE,1144500.0,12326.265,66467.17694834378,0.18544890223906438,101  - One Family,1,False,False
175.0-0005-0011.D,27 NICOD ST,1303600.0,14039.772,80573.30736200229,0.1742484261806664,101  - One Family,1,False,False
175.0-0005-0011.E,31 NICOD ST,845100.0,9101.727,63565.82574349737,0.1431858533031184,101  - One Family,1,False,False
175.0-0005-0012.A,33 RUBLEE ST,890900.0,9594.993,72420.63398345772,0.1324897680706811,101  - One Family,1,False,False
175.0-0005-0013.A,37 RUBLEE ST,1759600.0,18950.892,138439.6754002947,0.1368891681174778,101  - One Family,1,False,False
175.0-0005-0014.A,41 RUBLEE ST,809800.0,8721.546,64289.57647372916,0.13566034306609426,101  - One Family,1,False,False
175.0-0005-0015.A,45 RUBLEE ST,750900.0,8087.193,61745.77418166418,0.13097565148679513,101  - One Family,1,False,False
175.0-0005-0016.A,49 RUBLEE ST,907500.0,9773.775,63142.6974464531,0.15478868333568507,101  - One Family,1,False,False
175.0-0006-0001.A,0LOT NICOD ST,9800.0,105.546,5474.919763275224,0.01927809074170978,132  - Undev. Land,1,False,False
175.0-0006-0001.B,14 NICOD ST,1245600.0,13415.112,95836.32401538875,0.13997940903749492,101  - One Family,1,False,False
175.0-0006-0002.0,20 NICOD ST,1524900.0,16423.173,101872.70537184538,0.16121269127048118,101  - One Family,1,False,False
175.0-0006-0003.0,24 NICOD ST,1711100.0,18428.547,113612.10777798822,0.16220583668786082,101  - One Family,1,False,False
175.0-0006-0004.0,28 NICOD ST,801000.0,8626.77,56433.66982378713,0.1528656567424535,101  - One Family,1,False,False
175.0-0006-0005.0,34 NICOD ST,877500.0,9450.675,57066.24972626547,0.16560883263457568,101  - One Family,1,False,False
175.0-0006-0006.0,151 WOLLASTON AVE,894400.0,9632.688,52882.94404575906,0.18215112970384054,101  - One Family,1,False,False
175.0-0008-0001.0,307 APPLETON ST,858500.0,9246.045,63561.67485205294,0.14546572319752785,101  - One Family,1,False,False
175.0-0008-0002.0,311 APPLETON ST,826700.0,8903.559,65887.96658857002,0.1351317920554032,101  - One Family,1,False,False
175.0-0008-0003.0,315 APPLETON ST,1028000.0,11071.56,91054.04275386417,0.12159328312229324,101  - One Family,1,False,False
175.0-0008-0004.0,319 APPLETON ST,723200.0,7788.8640000000005,77053.76542066585,0.10108349614684793,101  - One Family,1,False,False
175.0-0008-0005.0,323 APPLETON ST,640300.0,6896.031,56480.7291090323,0.1220952900003764,101  - One Family,1,False,False
175.0-0008-0006.0,327 APPLETON ST,857700.0,9237.429,62642.05948194459,0.1474636861622105,101  - One Family,1,False,False
175.0-0008-0007.0,331 APPLETON ST,1031800.0,11112.486,65548.46967146984,0.16953082285057133,101  - One Family,1,False,False
175.0-0008-0008.0,182 WOLLASTON AVE,797600.0,8590.152,66872.25362500112,0.12845614637381464,101  - One Family,1,False,False
175.0-0008-0009.0,178 WOLLASTON AVE,785600.0,8460.912,73656.80472052834,0.11486938691004502,101  - One Family,1,False,False
175.0-0008-0010.0,174 WOLLASTON AVE,952500.0,10258.425,85192.43576022082,0.12041473997612824,101  - One Family,1,False,False
175.0-0008-0011.0,170 WOLLASTON AVE,1008600.0,10862.622,63900.33982027031,0.1699931804831214,101  - One Family,1,False,False
175.0-0008-0012.0,14 RUBLEE ST,1019900.0,10984.323,66181.7253165807,0.1659721463509212,101  - One Family,1,False,False
175.0-0010-0001.0,9 RUBLEE ST,859900.0,9261.123,55756.226212962814,0.16610024797278825,101  - One Family,1,False,False
175.0-0010-0002.0,15 RUBLEE ST,1133700.0,12209.949,74555.11809454495,0.16377076868842597,101  - One Family,1,False,False
175.0-0010-0003.0,160 WOLLASTON AVE,1724100.0,18568.557,108303.41705272961,0.17144941041850545,101  - One Family,1,False,False
175.0-0010-0004.0,49 NICOD ST,830600.0,8945.562,64873.03911342795,0.13789337022363077,101  - One Family,1,False,False
175.0-0010-0005.0,53 NICOD ST,839500.0,9041.415,56637.782036116565,0.1596357532898182,101  - One Family,1,False,False
175.0-0010-0006.0,57 NICOD ST,1087400.0,11711.298,80314.76930041188,0.1458174891369568,101  - One Family,1,False,False
175.0-0011-0001.0,148 WOLLASTON AVE,971700.0,10465.209,67519.40513857911,0.15499557465769806,101  - One Family,1,False,False
175.0-0011-0002.0,50 NICOD ST,876100.0,9435.597,67387.97025706104,0.1400190117613955,101  - One Family,1,False,False
175.0-0011-0003.0,54 NICOD ST,774000.0,8335.98,55816.35518672116,0.14934654855398277,101  - One Family,1,False,False
175.0-0011-0004.0,58 NICOD ST,924000.0,9951.48,67644.97121395053,0.14711337474776973,101  - One Family,1,False,False
175.0-0011-0005.0,62 NICOD ST,840400.0,9051.108,40960.534357601144,0.2209714336483104,101  - One Family,1,False,False
176.0-0001-0001.0,0LOT HIBBERT ST,6100.0,65.697,4641.758066336079,0.014153473546254259,132  - Undev. Land,1,False,False
176.0-0001-0003.0,19 HIBBERT ST-LEX,216400.0,2330.628,75931.56074520978,0.03069379816675282,101  - One Family,1,False,False
176.0-0001-0004.0,37 HIBBERT ST,617500.0,6650.475,58981.89610648978,0.1127545134865247,104  - Two Family,1,False,False
176.0-0001-0006.0,45 HIBBERT ST,731600.0,7879.332,99944.97688036539,0.0788366984108826,101  - One Family,1,False,False
176.0-0001-0007.0,0LOT HIBBERT ST,69800.0,751.746,6180.187751019025,0.12163805215724194,132  - Undev. Land,1,False,False
176.0-0001-0008.0,53 HIBBERT ST,800700.0,8623.539,67548.9612860163,0.12766353228565794,101  - One Family,1,False,False
176.0-0001-0009.0,57 HIBBERT ST,857800.0,9238.506,117089.0298831413,0.07890155046309917,101  - One Family,1,False,False
176.0-0001-0010.0,0LOT SYLVIA ST,11800.0,127.086,2825.544142555223,0.0449775312606061,132  - Undev. Land,1,False,False
176.0-0001-0011.0,40 SYLVIA ST,251000.0,2703.27,71990.27156092135,0.03755049038413994,101  - One Family,1,False,False
176.0-0001-0012.A,0LOT SYLVIA ST,11100.0,119.547,4943.156119753991,0.024184346418326265,132  - Undev. Land,1,False,False
176.0-0002-0001.0,59 LANCASTER RD,858700.0,9248.199,84233.81763045044,0.10979199637577372,101  - One Family,1,False,False
176.0-0002-0003.0,63-65 LANCASTER RD #65 | 63-65 LANCASTER RD #63,2903900.0,31275.003,178351.61847661223,0.17535586874475817,102  - Condo,2,False,False
176.0-0002-0008.0,75-77 LANCASTER RD,945100.0,10178.727,60551.84393501892,0.16809937300874403,104  - Two Family,1,False,False
176.0-0002-0013.0,42 SMITH ST #2 | 42 SMITH ST #1,1426400.0,15362.328,96114.31992535449,0.15983391457101173,102  - Condo,2,False,False
176.0-0002-0014.A,40 SMITH ST,993900.0,10704.303,56467.17805388247,0.1895668133049906,104  - Two Family,1,False,False
176.0-0002-0016.A,34 SMITH ST #1 | 34 SMITH ST #2,1385600.0,14922.912,111040.39681231434,0.13439173875813323,102  - Condo,2,False,False
176.0-0003-0002.0,25 WILLIAMS ST,785400.0,8458.758,78799.16140295155,0.10734578705406328,101  - One Family,1,False,False
176.0-0003-0004.0,29 WILLIAMS ST,749000.0,8066.7300000000005,81692.47480636492,0.09874508048777457,101  - One Family,1,False,False
176.0-0003-0006.0,33 WILLIAMS ST,725100.0,7809.327,84898.01139819967,0.09198480472495028,101  - One Family,1,False,False
176.0-0003-0007.0,37 WILLIAMS ST,799800.0,8613.846,150574.45667835072,0.05720655541464411,101  - One Family,1,False,False
176.0-0003-0008.0,43 WILLIAMS ST,731800.0,7881.486,95994.2405458241,0.08210373825748088,101  - One Family,1,False,False
176.0-0003-0009.0,68-70 LANCASTER RD,1046500.0,11270.805,64380.60404784391,0.17506522603646582,104  - Two Family,1,False,False
176.0-0003-0012.0,62-64 LANCASTER RD,877000.0,9445.29,86200.00518235656,0.10957412334278217,104  - Two Family,1,False,False
176.0-0003-0014.0,60 LANCASTER RD,812400.0,8749.548,83039.59628271814,0.10536597468767947,101  - One Family,1,False,False
176.0-0003-0016.0,56 LANCASTER RD,773000.0,8325.210000000001,75565.69396977055,0.11017181954724632,101  - One Family,1,False,False
176.0-0004-0001.0,30 KILSYTHE RD,837300.0,9017.721,111691.83009709747,0.08073751672043149,101  - One Family,1,False,False
176.0-0004-0002.0,32 KILSYTHE RD,1003500.0,10807.695,54902.56554503917,0.1968522762590017,101  - One Family,1,False,False
176.0-0004-0004.0,36 KILSYTHE RD,725500.0,7813.635,96025.07554615784,0.08137077690966357,101  - One Family,1,False,False
176.0-0004-0006.0,40 KILSYTHE RD,891800.0,9604.686,60115.388019820435,0.15977083932042943,101  - One Family,1,False,False
176.0-0004-0008.0,44 KILSYTHE RD,724500.0,7802.865,83264.46492845533,0.093711825407208,101  - One Family,1,False,False
176.0-0004-0009.0,0LOT KILSYTHE RD,21600.0,0.0,0.0,0.08790410560561417,936  - Vacant-TT,1,True,False
176.0-0004-0010.0,48 KILSYTHE RD,741400.0,7984.878,83549.56529254327,0.09557055110988882,101  - One Family,1,False,False
176.0-0004-0012.0,10 SELKIRK RD,719700.0,7751.169,51433.34664646733,0.1507031819896632,101  - One Family,1,False,False
176.0-0004-0014.0,14 SELKIRK RD,990900.0,10671.993,77521.62286651804,0.1376647263741596,101  - One Family,1,False,False
176.0-0004-0016.A,18 SELKIRK RD,1070900.0,11533.593,85514.82537040219,0.1348724382005454,101  - One Family,1,False,False
176.0-0004-0018.0,6 PERTH RD,873100.0,9403.287,71793.92399457571,0.13097608372416658,101  - One Family,1,False,False
176.0-0004-0020.0,10 PERTH RD,1137600.0,12251.952,68942.41796667667,0.1777128270424455,101  - One Family,1,False,False
176.0-0004-0022.0,16 PERTH RD,730600.0,7868.562,36016.59153472127,0.21847047887400525,101  - One Family,1,False,False
176.0-0005-0001.A,0LOT SYLVIA ST,100.0,1.077,1953.1265357413622,0.0005514235664158827,132  - Undev. Land,1,False,False
176.0-0005-0002.A,0LOT SYLVIA ST,11400.0,122.778,3082.173416420792,0.03983487734527842,132  - Undev. Land,1,False,False
176.0-0005-0004.0,0LOT SYLVIA ST,11400.0,122.778,2538.9441890167795,0.0483578963772128,132  - Undev. Land,1,False,False
176.0-0005-0005.0,93 SYLVIA ST,677200.0,7293.444,111261.02552804482,0.0655525505484541,101  - One Family,1,False,False
176.0-0005-0006.0,95 SYLVIA ST,851300.0,9168.501,146827.0370775995,0.06244422813731751,101  - One Family,1,False,False
176.0-0005-0007.0,97 SYLVIA ST #1 | 97 SYLVIA ST #2,1199600.0,12919.692000000001,187751.72010760775,0.06881264252916153,102  - Condo,2,False,False
176.0-0005-0008.0,99 SYLVIA ST,697000.0,7506.69,93685.48286910864,0.08012650167462836,101  - One Family,1,False,False
176.0-0005-0009.0,105 SYLVIA ST,929200.0,10007.484,75855.50744013966,0.13192824539335224,101  - One Family,1,False,False
176.0-0005-0011.0,0LOT DANIELS ST-LEX,83400.0,898.218,8216.848422068171,0.1093141742261712,106  - Out Bldg.,1,False,False
176.0-0005-0012.0,0LOT DANIELS ST-LEX,9100.0,98.007,3277.4711357709416,0.02990323817968464,132  - Undev. Land,1,False,False
176.0-0006-0001.0,2 BOUNDARY RD,735400.0,7920.258,86453.22506362555,0.09161321621224724,101  - One Family,1,False,False
176.0-0006-0002.0,67 HIBBERT ST,724700.0,7805.019,88908.58654266594,0.08778701027098755,101  - One Family,1,False,False
176.0-0006-0003.0,71 HIBBERT ST,767200.0,8262.744,105095.60427239185,0.07862121405748068,101  - One Family,1,False,False
176.0-0006-0004.0,75 HIBBERT ST,662200.0,7131.894,79923.37388363625,0.08923414582552058,101  - One Family,1,False,False
176.0-0006-0005.0,79 HIBBERT ST #1,569200.0,6130.284,69395.54918025483,0.08833828786449396,102  - Condo,1,False,False
176.0-0006-0006.0,81 HIBBERT ST #2,550100.0,5924.577,66454.3672658253,0.08915256052775274,102  - Condo,1,False,False
176.0-0006-0007.0,89-91 HIBBERT ST #89 | 89-91 HIBBERT ST #91,2231900.0,24037.563000000002,140957.66199026673,0.1705303752956673,102  - Condo,2,False,False
176.0-0006-0009.0,95 HIBBERT ST,653700.0,7040.349,78564.78284190265,0.08961202138326307,101  - One Family,1,False,False
176.0-0006-0010.0,99 HIBBERT ST,737800.0,7946.106,91904.59383554025,0.08646037883829019,101  - One Family,1,False,False
176.0-0006-0011.0,103 HIBBERT ST,631700.0,6803.409,92293.62665159849,0.0737148300140199,101  - One Family,1,False,False
176.0-0006-0012.0,107 HIBBERT ST,794000.0,8551.38,107986.05011619936,0.07918967302534179,101  - One Family,1,False,False
176.0-0006-0013.0,113 HIBBERT ST,712600.0,7674.702,82773.58723011652,0.09271921462898276,101  - One Family,1,False,False
176.0-0006-0014.0,108 SYLVIA ST,883700.0,9517.449,63398.95815045992,0.15011995902855318,101  - One Family,1,False,False
176.0-0006-0016.0,98-100 SYLVIA ST,1007000.0,10845.39,130444.29572459131,0.08314192613602674,104  - Two Family,1,False,False
176.0-0006-0017.0,94 SYLVIA ST,850500.0,9159.885,109029.6741905852,0.08401277054160879,101  - One Family,1,False,False
176.0-0006-0018.0,90-92 SYLVIA ST,858700.0,9248.199,112690.91961128067,0.08206694054765909,104  - Two Family,1,False,False
176.0-0006-0019.0,86-88 SYLVIA ST,945900.0,10187.343,130715.54099782153,0.0779352089448169,104  - Two Family,1,False,False
176.0-0006-0021.0,82-84 SYLVIA ST,1020800.0,10994.016,132180.00083095106,0.08317457959514295,104  - Two Family,1,False,False
176.0-0006-0022.0,78-80 SYLVIA ST,837800.0,9023.106,113964.24811377279,0.07917488290706795,104  - Two Family,1,False,False
176.0-0006-0023.A,74 SYLVIA ST | 72 SYLVIA ST,998600.0,10754.922,67382.94650754037,0.1596089597951388,102  - Condo,2,False,False
176.0-0006-0025.0,70-A SYLVIA ST,809900.0,8722.623,106339.67715236756,0.08202604365162677,104  - Two Family,1,False,False
176.0-0006-0026.0,66 SYLVIA ST,899700.0,9689.769,115117.68491776219,0.08417272295670453,101  - One Family,1,False,False
176.0-0007-0001.0,38 HIBBERT ST,1083300.0,11667.141,113726.08950785478,0.1025898371296252,101  - One Family,1,False,False
176.0-0007-0003.A,40 HIBBERT ST,616100.0,6635.397,114431.28408717827,0.05798586507991025,101  - One Family,1,False,False
176.0-0007-0004.A,46 HIBBERT ST,646600.0,6963.882,97419.93511584225,0.07148313116529212,101  - One Family,1,False,False
176.0-0007-0005.A,54 HIBBERT ST,769600.0,8288.592,97858.58399210338,0.08469969277982647,101  - One Family,1,False,False
176.0-0007-0007.A,56 HIBBERT ST,714100.0,7690.857,118225.34042107956,0.06505252573270427,101  - One Family,1,False,False
176.0-0007-0008.A,60 HIBBERT ST,797500.0,8589.075,62676.67835579308,0.13703781414903474,101  - One Family,1,False,False
176.0-0007-0010.A,66 HIBBERT ST,749100.0,8067.807,115554.6729352336,0.06981809385174641,101  - One Family,1,False,False
176.0-0007-0011.0,72 HIBBERT ST,922400.0,9934.248,93057.25081117889,0.10675415309826246,101  - One Family,1,False,False
176.0-0007-0013.A,0LOT HIBBERT ST,6100.0,65.697,4210.221807103404,0.015604166005970829,132  - Undev. Land,1,False,False
176.0-0007-0014.A,76-78 HIBBERT ST,947000.0,10199.19,82245.75008820393,0.12400871764269818,104  - Two Family,1,False,False
176.0-0007-0016.A,82-84 HIBBERT ST,997600.0,10744.152,60673.71200764275,0.17708084184212455,104  - Two Family,1,False,False
176.0-0007-0019.A,88-90 HIBBERT ST,981700.0,10572.909,49377.17917262814,0.21412541536720694,104  - Two Family,1,False,False
176.0-0007-0021.A,94 HIBBERT ST,786800.0,8473.836,45427.96202525703,0.1865334833926452,101  - One Family,1,False,False
176.0-0007-0022.0,100 HIBBERT ST,1602000.0,17253.54,121862.12191155663,0.14158246819731263,101  - One Family,1,False,False
176.0-0007-0023.0,106 HIBBERT ST,1460200.0,15726.354,142250.62763991352,0.11055384613000756,101  - One Family,1,False,False
176.0-0007-0024.0,110 HIBBERT ST,853100.0,9187.887,89215.50771305896,0.10298531315374804,101  - One Family,1,False,False
176.0-0007-0026.0,0LOT LANCASTER RD,40500.0,0.0,0.0,0.05035642152181851,930  - Vacant-Sel,1,True,False
176.0-0007-0027.0,0LOT LANCASTER RD,39800.0,0.0,0.0,0.057597460314275054,930  - Vacant-Sel,1,True,False
176.0-0007-0028.0,0LOT LANCASTER RD,670900.0,0.0,0.0,0.10445215043297053,930  - Vacant-Sel,1,True,False
176.0-0008-0001.0,57 WILLIAMS ST,820800.0,8840.016,55143.222812604465,0.16031010791736636,101  - One Family,1,False,False
176.0-0008-0002.0,61 WILLIAMS ST,990800.0,10670.916,44696.12269653501,0.23874366178136622,101  - One Family,1,False,False
176.0-0008-0004.0,65 WILLIAMS ST,811100.0,8735.547,65766.62834681691,0.1328264382649137,101  - One Family,1,False,False
176.0-0008-0005.0,73 WILLIAMS ST,944700.0,10174.419,77769.45369548185,0.130827960291961,101  - One Family,1,False,False
176.0-0008-0006.0,75 WILLIAMS ST,817900.0,8808.783,64473.01099939805,0.1366274486557211,101  - One Family,1,False,False
176.0-0008-0007.0,0LOT WILLIAMS ST,71300.0,767.901,5990.572254543862,0.12818491579290198,132  - Undev. Land,1,False,False
176.0-0008-0008.0,86 LANCASTER RD,1167700.0,12576.129,77114.5706555085,0.16308369343299525,101  - One Family,1,False,False
176.0-0008-0010.0,0LOT LANCASTER RD,39100.0,0.0,0.0,0.04190627241940226,936  - Vacant-TT,1,True,False
176.0-0008-0011.0,82 LANCASTER RD,1088900.0,11727.453,84714.26279077254,0.13843540170991617,101  - One Family,1,False,False
176.0-0008-0014.0,78 LANCASTER RD,1036800.0,11166.336,81226.47221642069,0.13747163572792245,101  - One Family,1,False,False
176.0-0008-0016.0,74 LANCASTER RD,1106100.0,11912.697,85800.85291466827,0.1388412421942654,101  - One Family,1,False,False
176.0-0008-0018.0,51 SMITH ST | 53 SMITH ST,947100.0,10200.267,81648.10355570227,0.124929625500011,102  - Condo,2,False,False
176.0-0008-0020.B,67 SMITH ST,831700.0,8957.409,73533.03467556299,0.12181476039335541,101  - One Family,1,False,False
176.0-0009-0001.0,30 PECK AVE,796700.0,8580.459,68286.12870678595,0.12565449473411597,101  - One Family,1,False,False
176.0-0009-0003.0,26 PECK AVE,816400.0,8792.628,87665.22439119664,0.10029778696240876,101  - One Family,1,False,False
176.0-0009-0005.0,22 PECK AVE,796400.0,8577.228,83215.6376076751,0.10307231004391065,101  - One Family,1,False,False
176.0-0009-0007.A,49 WILBUR AVE,741300.0,7983.801,82130.05230062026,0.09720925259826854,101  - One Family,1,False,False
176.0-0009-0009.A,53 WILBUR AVE,815900.0,8787.243,78786.80804501189,0.11153190766377716,101  - One Family,1,False,False
